,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon
237,237,Fairacres,1000000,Flat / Apartment,1777,3,3,3, Putney,London,SW15 5LX,51.4616054,-0.2443667
238,238,Clapham Park Road,315000,Flat / Apartment,526,1,1,1,,London,SW4 7EX,51.459848,-0.1312143
239,239,Moore House,1850000,New development,1328,3,3,3,2 Gatliff Road,London,SW1W 8DT,51.4881328,-0.1501096
240,240,Graham Terrace,2895000,House,1289,3,3,3,,London,SW1W 8HN,51.4911624,-0.1546111
241,241,Whiston House,450000,Flat / Apartment,459,1,1,1,Bingham Court,London,N1 2DH,51.5417615,-0.1003588
242,242,Grand Avenue,500000,House,963,2,2,2,Surbiton,Surrey,KT5 9HU,51.389622,-0.2766599
243,243,Tooting Bec Road,675000,Flat / Apartment,949,2,2,2,,London,SW17 8BW,51.4339214,-0.1550329
244,244,Dance Square,650000,Flat / Apartment,583,1,1,1,Peartree Street,Clerkenwell,EC1V 3AN,51.5258796,-0.0975314
245,245,Flanders Road,1395000,House,1068,1,1,1,Chiswick,London,W4 1NB,51.4957694,-0.2504453
246,246,The Spinney,2395000,House,4966,5,5,5, Oxshott,Surrey,KT22 0PL,51.34119159999999,-0.3570275
247,247,Astley House,725000,Flat / Apartment,858,3,3,3,42 Trinity Church Road,London,SW13 8EA,51.4832949,-0.2305431
248,248,Suffolk Road,2000000,House,2525,4,4,4,Barnes,London,SW13 9PH,51.4789413,-0.2406339
249,249,Shorrolds Road,625000,Flat / Apartment,664,2,2,2,,London,SW6 7TP,51.4812634,-0.2010398
250,250,Raynham Road,1350000,House,1328,3,3,3,Brackenbury Village,London,W6 0HY,51.49541439999999,-0.2333584
251,251,Henning Street,2100000,House,2191,4,4,4,Battersea,London,SW11 3DR,51.4736258,-0.1712014
252,252,The Mount,3650000,House,8034,6,6,6,Esher,Surrey,KT10 8LQ,51.3624334,-0.3752005
253,253,Palewell Park,1850000,House,1892,4,4,4,,London,SW14 8JJ,51.46126080000001,-0.2647209
254,254,Cranbourne Court,1500000,Flat / Apartment,1132,3,3,3,Albert Bridge Road,London,SW11 4PE,51.4804752,-0.1664055
255,255,Rothwell Street,3625000,House,2190,4,4,4,Primrose Hill,London,NW1 8YH,51.5405045,-0.1568545
256,256,New Concordia Wharf,1500000,Flat / Apartment,1274,2,2,2,Mill Street,London,SE1 2BB,51.5019415,-0.0711522
257,257,Castelnau,525000,Flat / Apartment,630,2,2,2,Barnes,London,SW13 9ER,51.485224,-0.2338387
258,258,Banbury House,290000,Flat / Apartment,455,1,1,1,Banbury Road,London,E9 7ED,51.5389487,-0.0430822
259,259,Putney Heath Lane,1725000,House,2931,5,5,5,Putney,London,SW15 3JG,51.4520999,-0.2198893
260,260,Rydon Street,1395000,House,1510,3,3,3,Islington,London,N1 7AL,51.5371806,-0.0918256
261,261,Aragon Tower,400000,Flat / Apartment,705,2,2,2,George Beard Road,Deptford,SE8 3AL,51.4906741,-0.0316966
262,262,Cadogan Lane,3350000,House,1504,3,3,3,,London,SW1X 9DU,51.49505420000001,-0.156197
263,263,Cedar Mews,1795000,House,2067,4,4,4, Putney,London,SW15 6ED,51.4581501,-0.2209495
264,264,Tormead,600000,Flat / Apartment,1160,2,2,2, Northwood,Middlesex,HA6 2BX,51.6138337,-0.4299219
265,265,Kent Avenue,1500000,House,1997,4,4,4,Ealing,London,W13 8BH,51.5234186,-0.3210431
266,266,Trefoil Road,1600000,House,2149,4,4,4,Wandsworth,London,SW18 2EQ,51.45666620000001,-0.1822286
267,267,Thirlmere Road,1550000,House,3620,7,7,7,,London,SW16 1QW,51.4291423,-0.1360204
268,268,The Regency,1325000,Flat / Apartment,1195,3,3,3, Westminster,London,SW1P 4HD,51.4919695,-0.1334455
269,269,Murray Mews,1395000,House,1587,3,3,3,Camden,London,NW1 9RJ,51.544407,-0.1306793
270,270,Wilmington Square,735000,Flat / Apartment,849,2,2,2,,London,WC1X 0ER,51.5269111,-0.1095984
271,271,Lynwood Road,825000,House,2094,4,4,4,Thames Ditton,Surrey,KT7 0DJ,51.3792079,-0.3401625
272,272,Telfords Yard,1500000,Flat / Apartment,2550,3,3,3,,London,E1W 2BQ,51.5089508,-0.06484659999999999
273,273,Landmark East Tower,679000,Flat / Apartment,832,2,2,2, Canary Wharf,London,E14 9DB,51.502014,-0.0247381
274,274,Stanley Mansions,1500000,Flat / Apartment,1244,3,3,3,Park Walk,London,SW10 0AG,51.4858083,-0.1802927
275,275,Ducks Hill Road,1000000,New development,1501,3,3,3,Northwood,Middlesex,HA6 2SB,51.6107583,-0.4393868
276,276,Blomfield Road,4995000,House,3035,4,4,4,Little Venice,London,W9 2PF,51.5216445,-0.1832173
277,277,Wadham Road,1350000,House,1604,4,4,4,Putney,London,SW15 2LS,51.4618163,-0.2095349
278,278,Bingfield Street,625000,New development,723,2,2,2,,London,N1 0BH,51.5391493,-0.1179309
279,279,Orsman Road,600000,Flat / Apartment,660,2,2,2,Hackney,London,N1 5QL,51.53664269999999,-0.079274
280,280,Cinnabar Wharf East,875000,Flat / Apartment,627,1,1,1,28 Wapping High Street,London,E1W 1NG,51.5038004,-0.06499289999999999
281,281,Boardwalk Place,565000,Flat / Apartment,872,2,2,2,Canary Wharf,London,E14 5SH,51.5059784,-0.009767399999999999
282,282,Carlyle Square,5850000,House,3128,5,5,5,,London,SW3 6EX,51.4868347,-0.1722721
283,283,Burlington Lodge Studios,1250000,Flat / Apartment,1201,2,2,2,48 Rigault Road,London,SW6 4JJ,51.4715207,-0.2090256
284,284,Overstrand Mansions,1800000,Flat / Apartment,1453,3,3,3,Prince of Wales Drive,London,SW11 4HA,51.4752125,-0.1570978
285,285,Eden House,1495000,New development,1781,4,4,4,New Road,London,N8 8TA,51.5816773,-0.1248059
286,286,Fentiman Road,3100000,House,3800,8,8,8,,London,SW8 1QA,51.4816879,-0.1203127
287,287,Craven Gardens,1050000,Flat / Apartment,1831,3,3,3,Wimbledon,London,SW19 8LU,51.4248418,-0.1951141
288,288,Leopold Road,1850000,House,2503,5,5,5,Wimbledon,London,SW19 7JG,51.4296765,-0.2054397
289,289,Queensland Road,730000,Flat / Apartment,1061,3,3,3,,London,N7 7FF,51.55349520000001,-0.1074863
290,290,St. Marys Road,2900000,House,5896,7,7,7, Surbiton,Surrey,KT6 5EY,51.38453879999999,-0.3142164
291,291,Rowfant Road,650000,Flat / Apartment,736,2,2,2,,London,SW17 7AP,51.4413524,-0.1569351
292,292,Cleveland Gardens,2100000,House,2438,5,5,5,Barnes,London,SW13 0AJ,51.4707611,-0.2492565
293,293,Elm Bank Gardens,2250000,House,2600,5,5,5,Barnes,London,SW13 0NT,51.4710488,-0.2534787
294,294,Belleville Road,1695000,House,1867,5,5,5,,London,SW11 6QT,51.4561024,-0.1668059
295,295,Cottenham Park Road,1375000,House,1884,4,4,4,Wimbledon,London,SW20 0SB,51.4157924,-0.2327042
296,296,Barmouth Road,1400000,House,2138,5,5,5,Wandsworth,London,SW18 2DT,51.4523404,-0.1839548
297,297,St. Stephen's Gardens,635000,Flat / Apartment,927,2,2,2,Putney,London,SW15 2RR,51.45848600000001,-0.2058074
298,298,Upper St. Martin's Lane,2995000,Penthouse,1845,3,3,3,,London,WC2H 9DL,51.5128804,-0.1274165
299,299,Egerton Gardens,1000000,House,1758,4,4,4,,Ealing,W13 8HQ,51.5189166,-0.3175044
300,300,Alpine Grove,449950,Flat / Apartment,526,2,2,2,South Hackney,London,E9 7SX,51.53967489999999,-0.0488914
301,301,Townshend Court,425000,Flat / Apartment,474,1,1,1,Shannon Place,London,NW8 7DP,51.5349209,-0.1660921
302,302,High Road,650000,House,1783,3,3,3, Coulsdon,Surrey,CR5 3SD,51.2847577,-0.1716141
303,303,Parkfields,1795000,House,1902,3,3,3,Putney,London,SW15 6NH,51.4621787,-0.2268824
304,304,Fitzroy Road,1600000,Flat / Apartment,801,2,2,2,Primrose Hill,London,NW1 8TU,51.5406699,-0.1536464
305,305,The Lodge,1750000,Flat / Apartment,1002,3,3,3,Kensington Park Gardens,London,W11 3HA,51.5107258,-0.2047213
306,306,Culmstock Road,2050000,House,2275,5,5,5,,London,SW11 6LX,51.4572551,-0.1571585
307,307,Mallinson Road,1150000,Flat / Apartment,1371,3,3,3,,London,SW11 1BW,51.4582402,-0.1683756
308,308,South Terrace,995000,House,2446,5,5,5,,London,SW7 2TB,51.4944151,-0.1699376
309,309,Douglas Road,1900000,House,1703,5,5,5,Islington,London,N1 2LD,51.5434621,-0.0948797
310,310,Union Wharf,675000,Flat / Apartment,792,1,1,1,23 Wenlock Road,London,N1 7SJ,51.5326509,-0.0953025
311,311,Long & Waterson Apartments,1500000,New development,1273,3,3,3, Hackney,London,E2 8HN,51.52905,-0.0765554
312,312,ICON7,620000,New development,786,2,2,2, Holloway,London,N7 0JN,51.5527167,-0.1250736
313,313,Branch Place,650000,Flat / Apartment,747,2,2,2,De Beauvoir,London,N1 5PH,51.5372709,-0.08468389999999999
314,314,Hermitage Court,500000,Flat / Apartment,663,1,1,1,Knighten Street,London,E1W 1PW,51.5040531,-0.0634116
315,315,Kirkstall Road,1395000,House,2006,5,5,5,,London,SW2 4HF,51.4428065,-0.1289456
316,316,St. Peters Square,2950000,House,3597,4,4,4,,London,W6 9AJ,51.4910115,-0.2437706
317,317,Carlton House,765000,New development,841,2,2,2,Carlton Drive,London,SW15 2BS,51.4592633,-0.2125427
318,318,Cleveland Gardens,1600000,House,1854,4,4,4,Barnes,London,SW13 0AH,51.470728,-0.2500497
319,319,Abercrombie Street,975000,House,1126,3,3,3,,London,SW11 2JB,51.4712872,-0.1671336
320,320,Juer Street,1699999,House,2119,5,5,5,Battersea,London,SW11 4RF,51.4782397,-0.1672151
321,321,Foxmore Street,950000,Flat / Apartment,1294,4,4,4,Battersea,London,SW11 4PU,51.4735704,-0.1636294
322,322,Southwick Mews,2150000,House,1582,3,3,3,Paddington,London,W2 1JG,51.51656550000001,-0.1711826
323,323,Pall Mall,2950000,Penthouse,1840,2,2,2,St James's,London,SW1Y 5JH,51.5057482,-0.1369603
324,324,Britannia Road,1500000,House,1115,3,3,3,Fulham,London,SW6 2HJ,51.47854,-0.1917717
325,325,Tradewinds Court,650000,Flat / Apartment,882,2,2,2,Asher Way,London,E1W 2JB,51.507422,-0.0659346
326,326,Sunnyhill Road,950000,House,1700,4,4,4,,London,SW16 2UW,51.4293187,-0.1222893
327,327,Tantallon Road,625000,Flat / Apartment,663,2,2,2,,London,SW12 8DG,51.4456042,-0.1568215
328,328,Leys Road,4825000,House,10475,7,7,7,Oxshott,Surrey,KT22 0QE,51.3375391,-0.351157
329,329,Lillian Road,1575000,House,1983,4,4,4,Barnes,London,SW13 9JG,51.4869912,-0.236536
330,330,Christchurch Street,2550000,House,1266,3,3,3,,London,SW3 4AR,51.4861972,-0.1636986
331,331,Abercrombie Street,525000,Flat / Apartment,707,2,2,2,Battersea,London,SW11 2JB,51.4712872,-0.1671336
332,332,Rutland Road,775000,Flat / Apartment,967,2,2,2,South Hackney,London,E9 7TT,51.5375115,-0.0453357
333,333,Ruvigny Gardens,3250000,House,2210,3,3,3,Putney,London,SW15 1JR,51.4675462,-0.2184965
334,334,Hazelwood Drive,775000,Bungalow,1459,4,4,4,Pinner,Middlesex,HA5 3TT,51.6000224,-0.4053031
335,335,Roseneath Road,1775000,House,2153,5,5,5,,London,SW11 6AQ,51.4536296,-0.1553469
336,336,Eton Avenue,3250000,House,2543,5,5,5,Hampstead,London,NW3 3HL,51.5450357,-0.1682668
337,337,Drapers Court,700000,Flat / Apartment,797,2,2,2,59 Lurline Gardens,London,SW11 4DF,51.4755706,-0.1529937
338,338,Creffield Road,595000,Flat / Apartment,760,2,2,2,,London,W5 3RP,51.5119907,-0.2856942
339,339,Oakhill Road,525000,Flat / Apartment,540,1,1,1,Putney,London,SW15 2QU,51.4589641,-0.206494
340,340,Conway Road,2450000,House,3007,6,6,6,Wimbledon,London,SW20 8PA,51.414704,-0.2267349
341,341,Henfield Road,550000,House,538,2,2,2,Wimbledon,London,SW19 3HH,51.413007,-0.2068114
342,342,West Side Common,3950000,House,6186,6,6,6,Wimbledon,London,SW19 4UF,51.42545339999999,-0.2287352
343,343,Melody Road,600000,Flat / Apartment,1024,1,1,1,,London,SW18 2QF,51.456544,-0.1836297
344,344,Fullerton Road,1450000,House,1984,5,5,5, Wandsworth,London,SW18 1BX,51.4581118,-0.1867344
345,345,Eaton Row,5750000,House,2896,3,3,3,Belgravia,London,SW1W 0JA,51.4973354,-0.1480225
346,346,Rutland Gardens,7500000,Flat / Apartment,1793,2,2,2,,London,SW7 1BX,51.5011856,-0.1664244
347,347,Park View Court,180000,Flat / Apartment,745,2,2,2, Bow,London,E3 3AN,51.5185146,-0.0225247
348,348,Paxton Close,699950,House,909,3,3,3,Richmond,Surrey,TW9 2AW,51.47350609999999,-0.2921195
349,349,Hardwicke House,665000,Flat / Apartment,935,3,3,3, Richmond,Surrey,TW10 6PW,51.4572144,-0.2984994
350,350,Kersfield House,210000,Studio,328,0,0,0, Putney,London,SW15 3HJ,51.4531605,-0.2180777
351,351,Westminster Close,1550000,House,3112,5,5,5,Northwood,Middlesex,HA6 2TG,51.610746,-0.4371053
352,352,Church Road,865000,House,1292,3,3,3,,Northwood,HA6 1AR,51.6091586,-0.4152512
353,353,Upper Grosvenor Street,18000000,House,8315,7,7,7,Mayfair,London,W1K 2NP,51.5105128,-0.1527769
354,354,Barclay Oval,1100000,House,3153,5,5,5,Woodford Green,Essex,IG8 0PP,51.6160933,0.0270119
355,355,Thornhill Crescent,2850000,House,2857,5,5,5,Islington,London,N1 1BJ,51.541315,-0.1144814
356,356,Ripplevale Grove,1150000,Flat / Apartment,1074,3,3,3,Islington,London,N1 1HT,51.5400848,-0.1123547
357,357,Long & Waterson Apartments,550000,Penthouse,414,1,1,1, Hackney,London,E2 8HN,51.52905,-0.0765554
358,358,Long & Waterson Apartments,690000,New development,596,1,1,1, Hackney,London,E2 8HN,51.52905,-0.0765554
359,359,Ardwick Road,995000,Flat / Apartment,999,2,2,2,Fortune Green,London,NW2 2BX,51.5579044,-0.1967323
360,360,Waynflete House,575000,Penthouse,1029,3,3,3, Esher,Surrey,KT10 9QS,51.3693136,-0.366222
361,361,94 Claygate,334950,Flat / Apartment,477,1,1,1, Claygate,Surrey,KT10 0RB,51.3606218,-0.3460047
362,362,Carlton House,1000000,Penthouse,962,2,2,2,Putney,London,SW15 2FU,51.4595662,-0.2123581
363,363,Queens Road,750000,House,1510,3,3,3,Thames Ditton,Surrey,KT7 0QX,51.3959355,-0.3364388
364,364,Southborough Road,2100000,New development,3596,5,5,5,Surbiton,Surrey,KT6 6JN,51.383349,-0.3028065
365,365,Pavilion Park,1299000,New development,1903,4,4,4, East Molesey,Surrey,KT8 9DX,51.4056693,-0.3577249
366,366,York Avenue,1900000,House,2358,4,4,4,,London,SW14 7LQ,51.459436,-0.2702458
367,367,Sutherland Gardens,1295000,House,1813,4,4,4,East Sheen,London,SW14 8DB,51.4659681,-0.2552995
368,368,Turnstone House,1280000,Flat / Apartment,1169,2,2,2,Star Place,London,E1W 1AE,51.5082719,-0.06948689999999999
369,369,St. Marys Grove,1425000,House,2028,4,4,4, Chiswick,London,W4 3LL,51.4871516,-0.2745415
370,370,Stanton Road,1795000,House,1720,4,4,4,Barnes,London,SW13 0EX,51.47314129999999,-0.2490646
371,371,Afghan Road,1125000,House,1423,4,4,4,Battersea,London,SW11 2QD,51.4690921,-0.1699572
372,372,Old Chesterton Building,945000,Flat / Apartment,1001,2,2,2,110 Battersea Park Road,London,SW11 4LZ,51.4749154,-0.1542153
373,373,Kersley Street,3150000,House,2809,5,5,5,Battersea,London,SW11 4PR,51.4730346,-0.1644429
374,374,Grosvenor Avenue,699950,Flat / Apartment,920,2,2,2,Highbury,London,N5 2NP,51.5492517,-0.0887097
375,375,Speldhurst Road,1275000,House,1420,4,4,4,Chiswick,London,W4 1BY,51.501158,-0.2584371
376,376,Lamont Road,3750000,House,2428,3,3,3,,London,SW10 0HX,51.48275289999999,-0.1804287
377,377,Mortimer Court,460000,Flat / Apartment,431,1,1,1,Abbey Road,London,NW8 9AB,51.532521,-0.1782855
378,378,Cavendish Avenue,6795000,House,4637,6,6,6,St John's Wood,London,NW8 9JE,51.5318668,-0.1726454
379,379,Bangalore Street,1695000,House,2096,4,4,4,Putney,London,SW15 1QD,51.4657159,-0.2217352
380,380,Hilltop,1050000,House,2254,5,5,5,Loughton,Essex,IG10 1PX,51.6531277,0.0671192
381,381,Egerton Crescent,15950000,House,4090,4,4,4,,London,SW3 2ED,51.4957557,-0.1671034
382,382,Cruikshank Street,900000,Flat / Apartment,769,2,2,2,Grays Inn,London,WC1X 9HF,51.530606,-0.1117666
383,383,Gledhow Gardens,6950000,Flat / Apartment,3001,4,4,4,,London,SW5 0AY,51.4915534,-0.1854372
384,384,Elm Bank Mansions,1200000,Flat / Apartment,1155,3,3,3, Barnes,London,SW13 0NS,51.4716056,-0.2534287
385,385,Coleraine Road,399995,Flat / Apartment,990,3,3,3,,Blackheath,SE3 7PE,51.48184579999999,0.0126419
386,386,Queen Anne Road,1100000,House,1607,4,4,4,South Hackney,London,E9 7AH,51.5436213,-0.0444826
387,387,Paintworks,650000,New development,646,2,2,2,Kingsland Road,London,E2 8AG,51.5302653,-0.077524
388,388,West Temple Sheen,2950000,House,3716,5,5,5,East Sheen,London,SW14 7AP,51.4594171,-0.2756878
389,389,Rowditch Lane,600000,House,953,3,3,3,,London,SW11 5BX,51.4718338,-0.1566867
390,390,Holmead Road,2450000,House,2313,4,4,4, Fulham,London,SW6 2JE,51.4797442,-0.1882245
391,391,Huguenot Place,775000,Flat / Apartment,939,2,2,2,,London,SW18 2EN,51.4577521,-0.1832507
392,392,Addison House,625000,Flat / Apartment,652,2,2,2, St John's Wood,London,NW8 9EL,51.5304353,-0.1754276
393,393,Cumberland Terrace Mews,295000,Studio,344,0,0,0,Regent's Park,London,NW1 4HR,51.5322814,-0.1457676
394,394,St. Johns Wood Terrace,2350000,House,1519,4,4,4,St John's Wood,London,NW8 6JJ,51.5340927,-0.1706385
395,395,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX,51.5295268,-0.0670735
396,396,Belgrave Mews North,2250000,House,1299,3,3,3,,London,SW1X 8RS,51.50019409999999,-0.154808
397,397,Church Road,550000,Flat / Apartment,582,2,2,2,Richmond,Surrey,TW9 1UA,51.4625046,-0.2986771
398,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN,51.5439113,-0.1300507
399,399,St. John's Hill,850000,Flat / Apartment,1339,3,3,3,,London,SW11 1TH,51.4596975,-0.1787972
400,400,Regents Drive,950000,House,1857,4,4,4,Woodford Green,Essex,IG8 8RZ,51.6041322,0.0637089
401,401,Piercing Hill,799999,House,1507,4,4,4, Epping,Essex,CM16 7JN,51.67444339999999,0.09389249999999999
402,402,Bourne Street,2500000,House,1340,3,3,3,,London,SW1W 8JR,51.49228129999999,-0.154854
403,403,Eaton Terrace,6450000,House,3336,5,5,5,Belgravia,London,SW1W 8EZ,51.4941763,-0.1558435
404,404,Palace Court,2250000,Penthouse,1765,2,2,2,,London,W2 4HU,51.511437,-0.1918959
405,405,Iverna Gardens,2500000,Flat / Apartment,1752,3,3,3,,London,W8 6TW,51.4995923,-0.1941371
406,406,City North East Tower,475000,New development,560,1,1,1,3 City North Place,London,N4 3FQ,51.5650961,-0.1075099
407,407,ICON7,560000,New development,657,2,2,2, Holloway,London,N7 0JN,51.5527167,-0.1250736
408,408,ICON7,610000,New development,758,2,2,2, Holloway,London,N7 0JN,51.5527167,-0.1250736
409,409,ICON7,600000,New development,758,2,2,2, Holloway,London,N7 0JN,51.5527167,-0.1250736
410,410,Octavia House,615000,Flat / Apartment,797,1,1,1,Imperial Wharf,Fulham,SW6 2FH,51.47394449999999,-0.1830254
411,411,Gloucester House,625000,Flat / Apartment,960,2,2,2, Sheen Road,Richmond,TW10 5BB,51.4608528,-0.2852931
412,412,Entwistle Terrace,600000,Flat / Apartment,658,1,1,1,St. Peters Square,London,W6 9AW,51.4930803,-0.245002
413,413,Rutherford House,650000,Flat / Apartment,848,2,2,2, Battersea,London,SW11 4BT,51.4722289,-0.1641008
414,414,Evelyn Road,1285000,House,1476,3,3,3,Richmond,Surrey,TW9 2TF,51.4668159,-0.2989488
415,415,Oakford Road,1795000,House,1824,5,5,5,Kentish Town,London,NW5 1AJ,51.5561629,-0.1398914
416,416,Walham Grove,825000,Flat / Apartment,843,2,2,2,Fulham,London,SW6 1QR,51.48211149999999,-0.1977083
417,417,Killieser Avenue,2350000,House,3180,6,6,6,,London,SW2 4NX,51.4401337,-0.1288246
418,418,Underwood Street,2350000,Flat / Apartment,2577,3,3,3,Old Street,London,N1 7LG,51.52996839999999,-0.09182449999999999
419,419,Emperors Gate,2500000,Flat / Apartment,1498,2,2,2,,London,SW7 4JA,51.4960465,-0.1869731
420,420,Stapleton Road,675000,Flat / Apartment,946,3,3,3,,London,SW17 8AY,51.43414060000001,-0.1569663
421,421,Stokesheath Road,4650000,House,7996,6,6,6,Oxshott,Surrey,KT22 0PN,51.3439892,-0.3564537
422,422,Tile Kiln Lane,1695000,House,6356,6,6,6, Uxbridge,Middlesex,UB9 6LU,51.5768131,-0.4455432
423,423,Old Town,1050000,Flat / Apartment,976,2,2,2,,The Metal Works,SW4 0JT,51.4654,-0.1410513
424,424,Atina Court,1200000,Flat / Apartment,932,2,2,2, Belsize Park,London,NW3 4UR,51.5471408,-0.164865
425,425,Fulham Palace Road,625000,Flat / Apartment,663,2,2,2,,London,SW6 6TA,51.4745219,-0.2135881
426,426,Cottimore Avenue,649950,House,1378,4,4,4,Walton-on-Thames,Surrey,KT12 2AE,51.3856519,-0.4085983
427,427,Voltaire Buildings,450000,Flat / Apartment,600,2,2,2,330 Garratt Lane,London,SW18 4FR,51.4432289,-0.1896551
428,428,Chipstead Street,3450000,House,3070,5,5,5,Fulham,London,SW6 3SR,51.47325860000001,-0.1945147
429,429,Cambridge Street,995000,Flat / Apartment,908,2,2,2,Pimlico,London,SW1V 4QE,51.4881891,-0.1400243
430,430,Arthur Road,795000,Flat / Apartment,1536,3,3,3,Wimbledon,London,SW19 7DN,51.4306385,-0.2065961
431,431,Cromwell Road,1775000,House,2336,5,5,5,Wimbledon,London,SW19 8LF,51.4257883,-0.196429
432,432,Burwood Park Road,1295000,House,2371,5,5,5, Walton-on-Thames,Surrey,KT12 5LJ,51.371711,-0.4130468
433,433,Forge Lane,975000,House,1201,3,3,3,Richmond,Surrey,TW10 7BF,51.4452288,-0.3023266
434,434,High Oaks Close,1100000,House,3185,5,5,5,Coulsdon,Surrey,CR5 3EZ,51.30619919999999,-0.1518089
435,435,Roskell Road,549950,Flat / Apartment,730,1,1,1,Putney,London,SW15 1DS,51.4674096,-0.2225332
436,436,Cautley Avenue,295000,Studio,277,0,0,0,,London,SW4 9HU,51.4547003,-0.1428531
437,437,Clarendon Gardens,2600000,Flat / Apartment,1779,3,3,3,Little Venice,London,W9 1AZ,51.524384,-0.1806863
438,438,Turpins Lane,700000,House,1441,4,4,4,Woodford Green,Essex,IG8 8AZ,51.6098153,0.06219010000000001
439,439,Pavilion Road,3950000,House,1917,1,1,1,Knightsbridge,London,SW1X 0AX,51.4956106,-0.1595601
440,440,Islington,1500000,House,1666,3,3,3,,London,N7 8LS,51.5473765,-0.1072499
441,441,Elwood Street,1350000,House,1629,4,4,4,Highbury,London,N5 1EH,51.5586553,-0.101819
442,442,Northchurch Road,900000,Flat / Apartment,1069,2,2,2,,London,N1 3NU,51.54200909999999,-0.0868355
443,443,Ellington Street,2750000,House,2500,5,5,5,Islington,London,N7 8PN,51.5457329,-0.1107219
444,444,Tollington Way,699500,New development,990,2,2,2, London,N7 6QX,N7 6RG,51.56172840000001,-0.1228995
445,445,Well Walk,799950,Flat / Apartment,770,2,2,2,Hampstead,London,NW3 1LD,51.5580589,-0.1741633
446,446,Irene Road,2895000,House,2730,5,5,5, Fulham,London,SW6 4AL,51.47488269999999,-0.1977914
447,447,Melbourne Mansions,799950,Flat / Apartment,940,3,3,3,Queens Club Gardens,London,W14 9SF,51.4862511,-0.2114158
448,448,Wandsworth Bridge Road,2250000,House,2949,6,6,6,Fulham,London,SW6 2TB,51.4748562,-0.1919748
449,449,Trystings Close,1125000,House,2495,5,5,5, Esher,Surrey,KT10 0TF,51.3608019,-0.3301833
450,450,Lillie Square East,2020000,New development,1262,3,3,3, Earls Court,London,SW6 1UE,51.4862657,-0.1982647
451,451,Graveney Road,975000,House,1308,4,4,4,Tooting,London,SW17 0EG,51.4292677,-0.1691027
452,452,Louisville Road,1595000,House,2790,6,6,6,,London,SW17 8RN,51.4343864,-0.1542948
453,453,Merino Court,850000,Flat / Apartment,978,3,3,3, Clerkenwell,London,EC1V 8BG,51.5278301,-0.09194279999999999
